text,sentiment
RT @maxotte_says: #Debatte Die Reaktionen auf mein #AfD Wahlouting geben Einblick in die heutige Diskussionkultur. Hier herunterladen: http…,negative
RT @KreuzAcht: Niedersächische Spitzenkandidatin zur Landtagswahl ist aus der #AfD-Fraktion Göttingen ausgeschlossen worden!,negative
#NoAfD,negative
"RT @drbrandner: Jetzt wissen wir endlich, warum ein Bild Katharinas der Großen auf Frau Merkels Schreibtisch steht: Potemkin. https://t.co/…",negative
RT @darkegg4ever: Wenn #Merkel mit schlechter Laune nachhause kommt muss ihr Mann die #Seehofer-Handpuppe nehmen und #Obergrenze rufen bis…,negative
"RT @KokoLores20: Afghanen drohen mit Mord, Polizei steht direkt daneben und tut NICHTS. https://t.co/uAy58WqVmd",negative
"RT @SomeXT: Wenn Du das liest, weißt Du, dass es Zeit ist, sich um die Demokratie in Deutschland Sorgen zu machen.. https://t.co/TNOy3Ysp3C",positive
RT @AfDimBundestag: »Als einziger neuer Handwerksmeister bekommt der #AfD-Politiker Tino #Chrupalla  einen Sitz im Bundestag.«,negative
@cicero_online #Merkelfeminismus ist geschlagen und abgewählt. @c_lindner  hat Charakter und wird nie unter Merkel arbeiten @Infos_zur_Wahl,negative
"RT @CRE_SciencesPo: ""En quoi Merkel et Schulz étaient-ils censés se différencier ?"" @CoralieDelaume  #ConfCRE #UE",neutral
RT @ZDFheute: #AfD-Mann Glaser als Bundestagsvize? Abgeordnete anderer Parteien wollen ihn nicht wählen - wegen seiner Äußerungen… ,negative
"RT @AfD_Bayern: Finger weg von unseren Senioren. Finger weg von unseren Kindern.  usw. usw, https://t.co/l9JsVJNwlp",negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @p_snoop: https://t.co/HBWkV1yNmh I remember the joy of the wall coming down.   #GermanUnityDay,neutral
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
RT @krippmarie: Verbreitet der #Focus „bewusste und gezielte Falschmeldung“ um die #AfD zu spalten? https://t.co/nz4tL9RuTM via… ,negative
RT @JoanaCotar: Sollte ein #Bundespräsident nicht für alle Deutschen da sein? Erst recht am Tag der Deutschen Einheit? Beschämend! ,negative
"RT @drbrandner: Ihnen müsste bei Gelegenheit mal jemand den Unterschied zwischen ""Herauswollen"" und ""Hineinlassen"" erklären. #tde17 https:/…",negative
"Spanischer König Felipe kritisiert katalanische Regierung, die Katalonien gespalten habe. Will Einheit und Demokratie Spaniens verteidigen.",negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
"RT @dushanwegner: Man kann nur träumen, was aus Deutschland hätte werden können, wäre nach Kohl und Schröder nicht Merkel gekommen. S… ",negative
Die Beste Demokratie Die Geld Kaufen Kann,negative
#TagderDeutschenEinheit #Honecker #GoodByeLenin #Merkel #Mainz https://t.co/itJstwb946,negative
RT @66Freedom66: 17-jähriger Syrer schlägt 30-jährigen Deutschen in der Innenstadt von Wittenberg tot!,negative
#Asylpolitik #Merkel #Europa… ,negative
Politische Top-Themen 03.10. 21 Uhr https://t.co/tzkdKYyYPb,negative
1. #afd-parteispitze,negative
2. #parteidereinheit https://t.co/SGuzosTRYh,negative
RT @AlternativeNds: Bei der Bundestagswahl gaben 422.275 #Niedersachsen der #AfD ihre Stimme!,negative
Eine Wiederholung bei der #LtwNds wäre… ,negative
"RT @MEPilarczyk: Die Entnazifizierung der #Justiz nach 1945 scheint angesichts solcher #AfD - ""DemokratieFeinde"" real gescheitert zu… ",negative
Veseli: Naim Ismajli sikurse Merkel në Gjermani - GazetaKNN https://t.co/RGUek7ryA7,negative
@leonardofarkas Don Leonardo necesito que me apoye con la enfermedad de mi pareja. Padece de cáncer de Merkel esta hospitalizado en stgo yo,negative
"RT @Frank_Pasemann: Dänischer Premierminister Rasmussen gibt offen zu, dass Muslime bereits Teile des Landes beherrschen! #AfD",positive
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
"Demokratie in ihrer Umkehrung. Der politische Gegner steht im Wege, er muss weg. https://t.co/31625FfdVD",negative
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
"RT @drbrandner: Ihnen müsste bei Gelegenheit mal jemand den Unterschied zwischen ""Herauswollen"" und ""Hineinlassen"" erklären. #tde17 https:/…",negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
Merkel y Macron quieren refundar la Union Europea https://t.co/4QQ3YqFcfH vía @wordpressdotcom,positive
"@TheMuslimIssue @JonJamesJon1 ""What a racist islamophobic psychiatrist! It'd be a shame if he lost his license to d… https://t.co/0Yn5EugcPV",negative
"RT @AfD_Bayern: Finger weg von unseren Senioren. Finger weg von unseren Kindern.  usw. usw, https://t.co/l9JsVJNwlp",negative
"@SZ Seit der Amtszeit von Merkel wird eine Mauer immer sichtbarer zwischen ARM und REICH, zwischen OST und WEST. https://t.co/7vPs6CRqEW",negative
"RT @freivonReue: Komisch, irgendwie habe ich nicht mehr das Gefühl dass das Deutschland ist https://t.co/QYcl1qWVAd",positive
RT @WolfgangKaiser: RT @sesperado Meine Empfehlung: Die #AfD im Bundestag: Reden wir über #Rassismus: Reden wir über uns von @DenizUtlu htt…,negative
RT @SirSchnee: #Merkel's Deutschland: 20 Migranten prügeln und stechen 21-Jährigen nieder. Tatort schon wieder bei #McDonald's,positive
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
RT @66Freedom66: #SPD -Ratsfrau bedroht #AfD -Mitglied mit dem Verlust der wirtschaftlichen Existenz!,negative
#Europa #Merkel #Asyl ,negative
RT @OssiMarzahn76: #TagderDeutschenEinheit 2017 in #Mainz ist eine einzige Fake-Veranstaltung. Alles handverlesene Merkel Jubler dort.… ,negative
"https://t.co/tBbPCwg6l7 @SZ Was schreiben Sie ihn so runter?Vorsitzender kann er bleiben!Was 2021 wird, chi sa?Weg müssen andere, wie Siggi!",positive
"RT @Wahlrecht_de: Sonntagsfrage zur Bundestagswahl • INSA/BILD: CDU/CSU 31 %, SPD 21 %, AfD 13 %, FDP 12 %, GRÜ 10 %, LIN 9 %, Son 4… ",negative
"Man muss sich mal vor Augen führen, dass ein KÖNIG gerade etwas von DEMOKRATIE labert https://t.co/yLTlOiTwCb",negative
"RT @dushanwegner: Ehrenwert, aber falsch. Bedingungen waren vor Merkel deutlich besser. Jetzt gälte es, zuerst mit den Folgen der Mer… ",negative
#AFD Gauland fordert Sitz im Rundfunkrat! Den einzigen Sitz den der Bekommt ist eine Bank im Knast! https://t.co/fWdSMMM5Mq,negative
RT @KeineAFD2017: Klappe Halten #afd Nazis! https://t.co/veuKCrVPMd,negative
"RT @Lars9596: ""Die Beste Demokratie Die Geld Kaufen Kann""",negative
#TagderDeutschenEinheit #Honecker #GoodByeLenin #Merkel #Mainz https://t.co/itJs…,negative
"RT @theTrumpet_com: As the people lose hope in Chancellor Angela Merkel, the eyes of many are falling on one man. https://t.co/hpcqxIf9YB",neutral
RT @SirSchnee: Seit 2015 nimmt der #Terror in #Europa wieder zu. Das ist die einzige Lebensleistung von Angela #Merkel. Danke #CDU… ,positive
@PeterDusburg @Volksentscheid @ManuelaSchwesig @tagesspiegel Weder @ManuelaSchwesig noch @Ralf_Stegner repräsentier… https://t.co/Iigr51hIBS,negative
"@Erntedanke Wenn das - s. u. - Ihre bevorzugte Ausdrucksweise ggü. #AFD #Weidel ist, wundert mich das überhaupt nic… https://t.co/4hsxXiRGaH",negative
Frauke #Petry verlässt die #AfD #Fraktion - #Bundespressekonferenz #btw17 - 1507057809 https://t.co/SITItFYtS1,neutral
"RT @dampfweIle: Man muss sich mal vor Augen führen, dass ein KÖNIG gerade etwas von DEMOKRATIE labert https://t.co/yLTlOiTwCb",negative
Deutschland geht vor ihrer neuen Kaiserin Merkel auf die Knie.,positive
#Mainz #MainzFeiert https://t.co/rSKQMbcZsk,negative
"RT @dampfweIle: Man muss sich mal vor Augen führen, dass ein KÖNIG gerade etwas von DEMOKRATIE labert https://t.co/yLTlOiTwCb",negative
"RT @BastianBrauns: Was Grüne, AfD + FDP gemeinsam haben? Ne gute Kampagne zur #BTW17",negative
Eine Analyse f. Wahlkampfmanager v. @LucasGerrits,negative
RT @cicero_online: Eigentlich müssten her: #Neuwahlen und Rücktritt von #Merkel. Doch dafür fehlt den Politikern der Schneid https://t.co/D…,negative
Genau so sieht es aus https://t.co/MG2cM3aVDa,negative
Angela Merkel and Emmanuel Macron are the worst presidents,negative
"RT @Lars9596: ""Die Beste Demokratie Die Geld Kaufen Kann""",negative
#TagderDeutschenEinheit #Honecker #GoodByeLenin #Merkel #Mainz https://t.co/itJs…,negative
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… ,neutral
RT @JoeyGerlach: Für wie blöd hält der uns?,negative
"RT @Lexie_M_: ""Wir sind mit 8,9% die kleinste Fraktion im Bundestag und diktieren Frau #Merkel der  #CDU #CSU und #FDP den Kurs d… ",negative
"RT @spasskultur: wer andere meinungen nicht aushät, sollte nicht von demokratie und ""vielfalt"" schwafeln. #TagderDeutschenEinheit",neutral
"RT @christa_scheuer: @Norbinator2403 @KokoLores20 Also wenn jeden Tag Leute abgestochen, totgeschlagen, vergewaltigt werden u man sich h… ",negative
RT @witte1905: Meine Kolumne aus der Basler Zeitung von heute. Wen es interessiert ....,neutral
"@AfD_OF_Land @HeikoMaas Das einzigste Gute an dieser Geschichte ist, Ihr seit nicht das Volk !",negative
"Ihr seid Ratten, Ge… https://t.co/NwgTF3JMgb",negative
RT @Juliet777777: #Merkel MUSLIM #EUROPE CONQUEST CHILDREN BOOKS http://.com/2017/10/02/sweden-new-sharia-compliant-childrens-book-ca… ,negative
RT @vanBerlichingen: Steinmeier bricht seine Verpflichtung überparteilich zu sein.,neutral
Nun muß man Ihn auch nicht mehr achten.,negative
Regime #Merkel h…,negative
Feiertag #TagderDeutschenEinheit: #DDR existiert fort: https://t.co/wTOzBKkkrs |#BTW17 #tde2017 #tdde #tde17… https://t.co/0YkCcyeJPx,negative
"RT @SirSchnee: Katrin Göring-Eckardt spricht vom ""Regierungsauftrag durch den Wähler"" ",negative
Ich bin #91prozent und habe keinen Regierun… ,negative
Merkel Root:,negative
RT @KeineAFD2017: #AFD Gauland fordert Sitz im Rundfunkrat! Den einzigen Sitz den der Bekommt ist eine Bank im Knast! https://t.co/fWdSMMM5…,negative
@JayWCobb either Merkel or Macron,negative
RT @OssiMarzahn76: #TagderDeutschenEinheit 2017 in #Mainz ist eine einzige Fake-Veranstaltung. Alles handverlesene Merkel Jubler dort.… ,negative
"RT @HGKellner: Spanischer König Felipe kritisiert katalanische Regierung, die Katalonien gespalten habe. Will Einheit und Demokratie Spanie…",negative
RT @66Freedom66: #PEGIDA #DRESDEN 18.09,negative
Tag für Tag werden es immer mehr! Die Politik darf nicht mehr so weiter Geführt werde von… ,negative
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
RT @KeineAFD2017: #Sachsen das neue Nazi Land der #AFD https://t.co/WSfT8uWtMy,neutral
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @OssiMarzahn76: #TagderDeutschenEinheit 2017 in #Mainz ist eine einzige Fake-Veranstaltung. Alles handverlesene Merkel Jubler dort.… ,negative
RT @SirSchnee: #Merkel's Deutschland: 20 Migranten prügeln und stechen 21-Jährigen nieder. Tatort schon wieder bei #McDonald's,positive
"RT @RegSprecher: ""Wir haben die Kraft, ein gerechtes und solidarisches Land zu sein."" - Kanzlerin #Merkel am #TagDerDeutschenEinheit https:…",negative
#TagderDeutschenEinheit #Honecker #GoodByeLenin #Merkel #Mainz https://t.co/itJs…,negative
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
"RT @pantoffelpunk: Dafür, dass jeder Durchgeknallte auch in Deutschland wahllos in die Menge ballern und in Schulen Amok laufen kann!… ",negative
RT @akubiz: Der Fleck war nie verschwunden.... https://t.co/lk0R3u2VhN #Sachsen #SaechsischeSchweiz #SächsischeSchweiz https://t.co/UyxYrxP…,negative
"RT @FrlLoewenherz: @welt Das alles beherschende Thema in diesem Land ist seit Merkel regiert der Islam. Kein Wunder, dass die Menschen… ",positive
"RT @Ordnungswidrig1: Na @SteinbachErika, liegt es sich noch bequem zwischen Nazis und Kriminellen der #AfD?",negative
Sicher nur ein #Einzelfall,negative
RT @DoraBromberger: Israelische Verhältnisse bei der #Einheitsfeier in #Mainz:,negative
"7.400 Polizisten, Betonpoller, Videoüberwachung, Fenster… ",negative
RT @MitteDerAFD: Heute ist nicht nur #TagderDeutschenEinheit  sondern auch Tag der Einheit in der #AfD. Die #AlternativeMitte schweißt zusa…,negative
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
Move over Trudeau. Move over Merkel. This is what REAL leadership looks like:,negative
RT @66Freedom66: Wieder ein Toter mehr durch ein #Flüchtling ! 30 Jähriger DE starb Freitag aus #Wittenberg !,negative
#CDU #SPD #Grüne #AfD… ,negative
RT @UbbelohdeBerlin: Übrigens: Grüne und SPD waren gegen die Wiedervereinigung!,negative
#TagderDeutschenEinheit #AfD,negative
RT @MartinMetz83: Beschluss Grüne Mitglieder #RheinSieg: Sondierungen #Jamaika müssen klare Signale v.a. auch zu Soziales bringen. https://…,negative
RT @hatr: Bild bleibt blöd https://t.co/lAwCyn2CSu,positive
angela merkel kauft bei ebay kleinanzeigen 1 router plottwist der verkäufer ist martin lejeune plottwist am nächsten tag stellt sich raus er,negative
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
"RT @ElbmerleHamburg: Eins davon ist aus einem sogenannten Unrechtsstaat, eins davon aus einer sogenannten freiheitlichen Demokratie. Na? ht…",negative
"König Felipe, dessen Vater Spanien in die Demokratie führte und Selbige bei dem Staatsstreich 1981 verteidigte, nim… https://t.co/bJdHBCvySP",negative
The rising challenge for Angela Merkel https://t.co/JogDbD7wjS,negative
RT @KeineAFD2017: Klappe Halten #afd Nazis! https://t.co/veuKCrVPMd,negative
Merkel ja Rajoy puheissa ennen Katalonian väkivaltaisuuksia - lienevät sopineen katalaanien pieksämisestä uurnilla: https://t.co/9qypueBjta,negative
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
RT @66Freedom66: #Düsseldorf - Prügeltour durch zwei S-Bahnhöfe - Südländer verletzen Männer krankenhausreif!,negative
#CDU #SPD #Grüne… ,negative
RT @PaulSchneider72: @OezcanMutlu Der Islam kennt keine Demokratie! Der Islam kennt nur Erniedrigung anders Denkender. Deshalb gehört er ni…,negative
"RT @dampfweIle: Man muss sich mal vor Augen führen, dass ein KÖNIG gerade etwas von DEMOKRATIE labert https://t.co/yLTlOiTwCb",negative
"RT @lawyerberlin: Das tue ich mir nicht an: Antideutschen wie #Merkel, #GöringEckhardt u. #Lindner, die #Deutschland abschaffen, beim… ",positive
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
Sie hat gelernt! #TagderDeutschenEinheit https://t.co/zOsA5VHEqR,negative
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… ,neutral
RT @Kittypunk7: Abgeschirmt von 7.400 Polizisten .. Dann klappt das auch ohne Volk. Mit auserlesenen Klatschstatisten. https://t.co/HwAjkEt…,negative
"RT @PavloKlimkin: Ein wichtiger Tag für Deutschland, für Europa. Herzliche Glückwünsche, meine Freunde! #TagDerDeutschenEinheit… ",positive
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… ,neutral
"RT @KrahMax: #Jamaica bringt die #AfD über 20%, denn dann wird die völlige Profillosigkeit der #CDU offenbar. https://t.co/HoquVjI86U",neutral
RT @DoraBromberger: Nach den Protesten beim #TagderDeutschenEinheit in #Dresden darf heute ein handverlesenes Publikum #Merkel in… ,neutral
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
RT @AfDrus: #Russlanddeutsche verlieren Vertrauen in die Union und wählen deshalb einzige Alternative - die #AfD,negative
"@maxotte_says Was ist mit Müller, Kladden, L Oreal ,Goldman,Aldi, Maschmeyer, wer steht über den best. Keine Demokr… https://t.co/egyszbstQo",neutral
@ModernetdeMerda A veure què dirà la reina de debó: Frau Merkel.,negative
"Pressefreiheit, Meinungsfreiheit, Demokratie, Kritik - alles Dinge, die nicht mehr gewollt sind? https://t.co/8CdrWk4AMS",negative
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
RT @ShakRiet: Das ist sogar der wegeilenden #Merkel zu peinlich: Hingestellte Jubelbürger mit Winkelementen grüßen zum #tdde2017.,neutral
"RT @LisaHenegauwen: Openbaar, op straat in #Bonn #Duitsland",negative
En gewoon op Merkel blijven stemmen,negative
"RT @HelalBeauty: Islamische Staaten fordern häufig ""Freiheit und Demokratie"" für Palästina. Problem an der Sache, die Staaten sind oft selb…",negative
RT @PrinzTargaryen: #Merkel's Deutschland: Ein Land in dem Mörder gut und gerne leben. https://t.co/AnhILqvqcc,positive
Man kennt das ja von unseriösen Schlüsseldiensten.,negative
Klar du habbe Ufftrag mach. Kost 200€.,negative
@Die_Gruenen #Jamaika https://t.co/xkrce2LttZ,negative
Juncker will tell Merkel not to sell us any more goods &amp; she'll agree.... NOT,positive
RT @darkegg4ever: Wenn #Merkel mit schlechter Laune nachhause kommt muss ihr Mann die #Seehofer-Handpuppe nehmen und #Obergrenze rufen bis…,negative
Ansprache Felipe VI - Respekt für Demokratie und Rechtsstaat. https://t.co/I9TmJhwVLI,negative
@claudia_kade @welt Ich glaube Du lebst nicht in diesem Land wo ein Merkel Refugee 450 000€ kostet. WER zahlt das.… https://t.co/XywHfcL4Kk,negative
Kein einzigen Ton von diesen politikern,negative
Ohne ende  vergewaltigt und die d… https://t.co/N4bVt6XGpP,negative
"@publizistikon Noch vor wenigen Jahren hätte ich als Schweizerin nicht erwartet, dass es in einem Nachbarland sowei… https://t.co/38bI4lsJqv",negative
RT @PrinzTargaryen: #Merkel's Deutschland: Ein Land in dem Mörder gut und gerne leben. https://t.co/AnhILqvqcc,positive
"@Dana_Guth_AfD #AfD macht sich über #Tierschützer im Programm eher lustig (""Streichelzooromantik"") Besser die Parte… https://t.co/zv4qy3CSh9",negative
"RT @AfD_Bayern: ""Menge, in der Angela Merkel und Bundespräsident Frank-Walter Steinmeier badeten, war handverlesen wie Statistentru… ",negative
RT @FelixMSteiner: Nebenaspekt der Story: #AfD-Spitzenkandidatin soll über #Neonazi-Vergangenheit in Göttinger Fraktion gewusst haben https…,neutral
RT @SteinbachErika: Peinliche Überheblichkeit.,negative
Ehem.DDR-Bürger haben Gespür für die Gefährdung der Demokratie durch die Bundesregierung htt…,negative
Steinmeier ist nicht mein Präsident. Ein Regierungsmitglied ausgeklüngelt und in der Vollvers. abgenickt. Beschämen… https://t.co/79eVlPuCMh,negative
Die Sachsen müssen erst mal in den Deutsch und Geschichte Kurs! #AFD https://t.co/iu2DVmqddk,negative
RT @DoraBromberger: Der zur Überparteilichkeit verpflichtete Bundespräsident #Steinmeier nimmt am #TagderDeutschenEinheit alle Deutsche… ,neutral
"RT @RegSprecher: ""Wir haben die Kraft, ein gerechtes und solidarisches Land zu sein."" - Kanzlerin #Merkel am #TagDerDeutschenEinheit https:…",negative
"RT @LibertinKeule: Ein Bundespräsident, der im Hinterzimmer von Funktionären ausgeklüngelt und von einer zur Farce degenerierten Abnic… ",negative
Der Deutsche Politzirkus,neutral
#TagderDeutschenEinheit #Mainz #Merkel #CDU #SPD #FDP #AfD #Linke #Gruene  Bild via… https://t.co/IvbFXl75lM,negative
RT @WMuhsal: 50 % #AfD in Karlsdorf in meinem Kreisverband – bestes Ergebnis der AfD in #Thüringen. Danke!… ,positive
"RT @MontseHuffPost: Barceloneses, 'paro nacional' y la incógnita de la DUI: ""esto Merkel con una llamada lo arregla""… https://t.co/p2oA0Zi0…",positive
RT @petra_bones: Can we really trust devious #Merkel? She now wants to deport 100K #immigrants https://t.co/RLSKxBWa8g,positive
Frauke #Petry verlässt die #AfD #Fraktion - #Bundespressekonferenz #btw17 - 1507058041 https://t.co/SITItFYtS1,neutral
@holzline @N24 Sie haben die #FreieWähler nicht einkalkuliert-&gt;#CSU 25 % #Afd 15 %. Alle Parteien außer CSU und Afd… https://t.co/8ewzZHTl6q,negative
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @bine1007: Schmuddeljurnalie ,negative
"Oder die selbst ernannten Eliten maßen sich an,zu wissen was richtig und falsch ist bzw.was man… ",negative
RT @cicero_online: Eigentlich müssten her: #Neuwahlen und Rücktritt von #Merkel. Doch dafür fehlt den Politikern der Schneid https://t.co/D…,negative
"RT @Frank_Pasemann: Dänischer Premierminister Rasmussen gibt offen zu, dass Muslime bereits Teile des Landes beherrschen! #AfD",positive
"@KrahMax Und ein Schlag ins Kontor, von dem man sich erst ab 2010 erholt zu haben glaubte. ",negative
Und dann kam die #btw17.,negative
#AfD #Bundestagswahl https://t.co/uBnSVHCqTm,positive
Demokratie in ihrer Umkehrung. ,negative
"RT @Lars9596: ""Die Beste Demokratie Die Geld Kaufen Kann""",negative
#TagderDeutschenEinheit #Honecker #GoodByeLenin #Merkel #Mainz https://t.co/itJs…,negative
RT @UbbelohdeBerlin: Übrigens: Grüne und SPD waren gegen die Wiedervereinigung!,negative
#TagderDeutschenEinheit #AfD,negative
"RT @ElbmerleHamburg: Eins davon ist aus einem sogenannten Unrechtsstaat, eins davon aus einer sogenannten freiheitlichen Demokratie. Na? ht…",negative
RT @RegSprecher: #LasVegas: Kanzlerin #Merkel übermittelt @POTUS Donald Trump ihr Mitgefühl: https://t.co/ICBXrNLql9,negative
RT @SensePresident: @ModernetdeMerda A veure què dirà la reina de debó: Frau Merkel.,negative
Also ist er ein Hetzer und Hassprediger?! Wo ist das Antihassgesetz?? https://t.co/XcZMNMjv50,negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
RT @dushanwegner: Merkel lässt ihr Image mit gecasteten Jubeldeutschen künstlich beatmen. Bald bereist sie das Land &amp; man stellt bunt… ,negative
"RT @RegSprecher: ""Wir haben die Kraft, ein gerechtes und solidarisches Land zu sein."" - Kanzlerin #Merkel am #TagDerDeutschenEinheit https:…",negative
Merkel's bitch Macron sparks FURY as he backs SPAIN in Catalonia independence row: https://t.co/PGOA6nqv8Z,positive
Well...The Germans elected Merkel..and they are always smarter than Americans aren't they ?(It IS possible to be so… https://t.co/tWxUanteqM,positive
"Merkel-Land ist immer noch ein sicheres Land, sagt der Merkel-Verein!",negative
"RT @lawyerberlin: Ich bin Westdeutscher, habe einen tollen Beruf und es geht mir persönlich sehr gut. Depressionen habe ich auch nich… ",positive
RT @janskudlarek: Mittelfinger hoch!,negative
RT @darkegg4ever: Wenn #Merkel mit schlechter Laune nachhause kommt muss ihr Mann die #Seehofer-Handpuppe nehmen und #Obergrenze rufen bis…,negative
RT @anna_IIna: Türkische #SPD-Ratsfrau bedroht #AfD-Mitglied mit Verlust der wirtschaftlichen Existenz in #Hannover. Geht‘s noch?… ,neutral
Blau ist das neue Braun! https://t.co/KdDlkKwIgt,neutral
@OomenBerlin @RiskeO Stimmt ...immer überall diese Merkel Betonklötze auf allen Festen jetzt!!,negative
This account is very nice worth the follow,positive
@mjeedzd ,negative
#TagderDeutschenEinheit VERLOREN Ost+West Endlich Partizipation+Chancengleichheit für ALLE! #Gruene in #Opposition… https://t.co/Ev481JocRK,positive
RT @Susan_admin: Merkel must be arrested and charge with crime for destroying Europe. She is not suppose to be in power. Bad evil  w… ,positive
State Opera house re-opened Gala with Steinmeier and Merkel,negative
„Bloß nicht als Hardliner gelten“: Spielte Merkel in Flüchtlingskrise doppeltes Spiel? https://t.co/69NBQEO7p3,negative
RT @66Freedom66: 17-jähriger Syrer schlägt 30-jährigen Deutschen in der Innenstadt von Wittenberg tot!,negative
RT @Hibai_: Dice la prensa alemana que Merkel ha llamado a Rajoy para pedirle explicaciones. Aquí la razón: el euro cae tras la… ,negative
RT @JoeyGerlach: Für wie blöd hält der uns?,negative
#afd https://t.co/MZnDXS0V6u,negative
"RT @dw_politik: Was für ein Unterschied am #TagderDeutschenEinheit: Wut und Buhrufe 2016 in #Dresden, Selfies mit #Merkel und… ",negative
"Doof nur, wenn es gar keine Migranten waren, hm?",negative
RT @ShakRiet: Das ist sogar der wegeilenden #Merkel zu peinlich: Hingestellte Jubelbürger mit Winkelementen grüßen zum #tdde2017.,neutral
#TagderDeutschenEinheit #AfD,negative
RT @WMuhsal: 50 % #AfD in Karlsdorf in meinem Kreisverband – bestes Ergebnis der AfD in #Thüringen. Danke!… ,positive
RT @JoeyGerlach: ... und rund 13% der Deutschen ebenfalls ,negative
#afd https://t.co/MX4VQUjzHR,negative
Ich bin überzeugt: das wird noch besser :-) https://t.co/UGZV0pJWhT,positive
RT @dushanwegner: In diesem Tweet hatte ich mich über für Merkel inszeniertes #tdde17-Theater belustigt. So sieht es für manche Follo… ,negative
"Naja, meine Rede. Die Wahl ist vorbei, jetzt legen sie wieder los. Vorher gaben sie Ruhe, damit die AfD keine 30% h… https://t.co/0xYkb1bWK6",negative
"RT @dw_politik: ""Aus unseren Differenzen dürfen keine Feindschaften werden – aus Unterschied ",negative
"nicht Unversöhnlichkeit."", Präsident… ",negative
RT @AfD_Bayern: #TagderDeutschenEinheit nach #Dresden 2016 bejubeln heute massenhaft Bürger #Merkel  ohne Störer in #Mainz https://t.co/WCg…,neutral
"@ClausHecking Wem ist der Spanische Staat loyal? Achtung der Menschenwürde, Freiheit, Demokratie, sowie Achtung der… https://t.co/VmKEhQSmSC",negative
